attr_name,type,occurrences
registracija,text,1
regularen,text,2
regularen_pokrovitel,text,1
rekveziti,text,1
rekvizit,text,6
rekviziti,text,25
relationship,text,2
remark,text,2
rental_period,text,1
result,numeric,2
reultat,numeric,2
reviewer_ssn,text,1
rezlutat,numeric,1
rezulat,text,2
rezultat,numeric,18
rezultati,numeric,1
rikviziti,text,1
risk_level,text,1
rizik,text,6
rizik_nivo,text,1
rodenden,date,5
role,text,2
role_1,date,1
ruta,text,2
ruta_id_ruta,integer,1
ruta_na_trcanje,text,1
ruta_na_trchanje_shifra,integer,3
ruta_shifra,integer,29
ruta_shifra_r,integer,2
ruta_shifra_ruta,integer,3
ruta_shifraruta,integer,2
ruta_sifra,integer,46
ruta_sifra_ruta,integer,8
ruta_sifra_ruta_1,integer,1
ruta_sifraruta,integer,3
rutaime,text,1
ruti_shifra,integer,13
ruti_shifra_r,integer,2
ruti_sifra,integer,6
s_name,text,1
scena_id,integer,3
scena_shifra,integer,43
scena_sifra,integer,44
scena_sifra_scena,integer,3
sceni_sifra,integer,5
scientific_field,text,1
scientist_ssn,text,2
seodrzuvana,text,1
seodrzuvana_1,text,1
seodrzuvana_2,text,1
seodrzuvana_3,text,1
shfra,integer,1
shifa,integer,1
shifra,integer,158
shifra_1,integer,2
shifra_2,integer,2
shifra_mashina,integer,1
shifra_r,integer,2
shifra_ruta,integer,1
shifra_s,integer,1
shifra_sp,integer,1
shifra_tim,integer,1
shifraruta,integer,1
shira,integer,1
shoe_size,integer,1
sid,integer,2
sifra,integer,163
sifra_1,integer,4
sifra_akcija,integer,1
sifra_na_tim,integer,1
sifra_ruta,integer,3
sifra_scena,integer,1
sifra_sponzor,integer,1
sifra_tim,integer,2
sifraruta,integer,1
size,integer,1
ski_centar_skicenterid,integer,1
ski_competition_name,text,2
ski_competition_name_1,text,1
ski_equipment_id,integer,3
ski_id,integer,2
ski_kompanija_ime,text,4
ski_kompanija_ime_1,text,1
ski_lift_broj_na_lift,integer,2
ski_lift_id,integer,13
ski_lift_id_1,integer,1
ski_lift_id_lift,integer,3
ski_lift_sl_id,integer,4
ski_lift_sl_id_1,integer,1
ski_lift_status,text,5
ski_oprema_shifra,integer,1
ski_pass_id,integer,1
ski_pass_shifra,integer,1
ski_pateka_ime,text,9
ski_slope_name,text,2
ski_slope_name_1,date,1
skiac_id,integer,2
skiacka_oprema_id_oprema,integer,3
skicenterid,integer,1
skier_id,integer,1
skier_skier_id,integer,2
skierid,integer,2
skii,integer,6
skii_id,integer,1
skijac,text,1
skijac_celosno_ime,text,2
skijac_datum_r,date,1
skijac_datum_rag,text,2
skijac_datumragjanje,date,1
skijac_embg,text,3
skijac_generirano_id,integer,1
skijac_golemina_br,integer,1
skijac_id,integer,30
skijac_id_skijac,integer,3
skijac_idskijac,integer,1
skijac_ime,text,43
skijac_ime_1,text,1
skijac_ime_2,text,1
skijac_ime_prezime,text,2
skijac_ime_sk,text,2
skijac_ime_skijac,text,2
skijac_imeskijac,text,1
skijac_mbr,text,4
skijac_prezime,text,12
skijac_prezime_sk,text,2
skijac_ski_id,integer,1
skijac_skijac_id,integer,6
skijach,text,1
skijach_datum_na_ragjanje,text,2
skijach_datum_r,date,3
skijach_id,integer,7
skijach_id_1,integer,1
skijach_id_skijac,integer,3
skijach_ime,text,2
skijach_skierid,integer,3
skijach_skijach_id,integer,2
skijachka_oprema_shifra,integer,5
skijachka_oprema_shifra_1,integer,1
skijachka_patrola_id,integer,1
skijaci_celosnoime,text,1
skijaci_datum_ragj,date,1
skijaci_datumraganje,date,1
skijaci_id,integer,3
skijaci_ime,text,6
skijaci_ime_i_prezime,text,2
skijaci_imes,text,3
skijaci_mbr,text,1
skijacid,integer,2
skijacka_kompanija_ime,text,3
skijacka_opr_shifra,integer,4
skijacka_oprema_shifra,integer,25
skijacka_oprema_shifra_1,integer,2
skijacka_oprema_sifra,integer,38
skijacka_oprema_sifra_1,integer,2
skijacka_oprema_шифра,integer,1
skijacka_pateka_ime,text,5
skijacka_pateka_unikatno_ime,text,2
skijacka_patrola_br_med_licenca,text,2
skijacka_patrola_broj_licenca,text,2
skijacka_patrola_broj_med_licenca,text,1
skijacka_patrola_broj_med_licenca_1,text,1
skijacka_patrola_id,integer,10
skijacka_patrola_id_1,integer,2
skijacka_patrola_id_2,integer,2
skijacka_patrola_id_3,integer,2
skijacka_patrola_id_4,integer,2
skijacka_patrola_id_5,integer,2
skijacka_patrola_id_6,integer,2
skijacka_patrola_id_7,integer,1
skijacka_patrola_id_clen,integer,1
skijacka_patrola_id_licenca,text,2
skijacka_patrola_id_skijacka_patrola,integer,1
skijacka_patrola_ime,text,1
skijacka_patrola_ime_1,text,1
skijacka_patrola_kod,integer,3
skijacka_patrola_kod_1,integer,2
skijacka_patrola_kod_2,integer,2
skijacka_patrola_kod_3,integer,2
skijacka_patrola_kod_4,integer,1
skijackaoprema_sifra,integer,5
skijackapatrola_brojmed_licenca,text,1
skijackapatrola_id,integer,1
skijackapatrola_id_broj,integer,2
skijackapatrola_idclen,integer,2
skilessonid,integer,1
skilift_god_proizvodstvo,integer,4
skilift_godina,integer,1
skilift_id,integer,4
skilift_idlift,integer,2
skilift_ime,text,1
skilift_status,text,1
skipass,integer,3
skipass_shifra,integer,2
skipass_sifra,integer,4
skipass_skipassid,integer,1
skipassid,integer,1
skipateka_ime,text,3
skypass,integer,1
sl_id,integer,1
slikacka_oprema_sifra,integer,4
smena,text,1
smena_datum,date,2
smena_datumsmena,date,1
smena_id,integer,7
smena_raspredelba_datum,date,1
smenaid,integer,2
smeni_broj_licenca,text,1
smeni_datum,date,1
smeni_id,integer,3
smeni_raspredelba_id,integer,1
smesteni,text,3
smestuvanje,text,1
sneg,numeric,1
snow_depth,numeric,2
solisti,text,4
solo_id,integer,1
solo_id_1,integer,1
sostojba,text,2
spasuvacka_akcija_sifra_akcija,integer,1
specijalizacija,text,2
speed_race_fis_id,integer,2
speed_race_fis_id_1,integer,1
spisok_treneri,text,1
sponozor_sifra_sponzor,integer,1
sponsor_s_name,text,1
sponsor_shifra,integer,3
sponsor_sifra,integer,2
sponsor_sum,numeric,1
sponsori,text,1
sponsors,text,1
sponzor,text,6
sponzor_id,integer,9
sponzor_ime,text,5
sponzor_ime_sponzor,text,1
sponzor_shifra,integer,22
sponzor_shifra_1,integer,1
sponzor_sifra,integer,23
sponzor_sponzor_id,integer,3
sponzori,text,24
sponzori_e_mail,text,1
sponzori_shifra,integer,2
sponzori_shifra_s,integer,1
sponzori_sifra,integer,1
sponzori_tel_br,text,1
sponzorime,text,1
sponzorstvo_sifra,integer,1
spozor_id,integer,1
spushtanje_reden_broj,integer,1
spust_reden_br,integer,1
spustanja_trka_id,integer,1
spustanja_trka_reden_broj,integer,1
spustanje_reden_broj,integer,2
srebrem,integer,1
srebren,integer,10
ssn,text,4
start_broj,integer,1
start_date,date,3
start_date_for_judge,date,1
starten_br,integer,2
starten_broj,integer,7
status,text,54
status_nbsp,text,1
status_trud,text,1
statustrud,text,1
strart_broj,integer,1
sudii,text,1
sudii_ime,text,1
sudija_id,integer,12
sudija_ime,text,20
sudija_ime_sud,text,1
sudija_ime_sudija,text,1
sudija_mbr,text,1
sudija_prezime,text,6
sudija_prezime_sud,text,1
sudija_sudija_id,integer,1
sudija_unikatnoime,text,1
sudja_sudija_id,integer,1
surname,text,2
t_name,text,1
tehnicka_trka_tip,text,5
tehnologii,text,27
tehnologii_poddrzani,integer,1
tehnologija,text,18
tehnologija_1,text,1
tel,text,4
tel_br,text,7
tel_broj,text,33
telbr,text,3
telbroj,text,1
telefon,text,1
telefonski_br,text,1
telefonski_broj,text,9
tell,text,1
tezhina,numeric,6
tezina,numeric,23
tiip,text,1
tim,text,2
tim_id,integer,7
tim_ime,text,5
tim_ime_tim,text,3
tim_imetim,text,2
tim_shifra,integer,2
tim_ид,integer,1
time,text,3
time_period,text,1
times,text,1
timime,text,1
tip,text,203
tip_1,text,5
tip_2,text,2
tip_karta,text,1
tip_kupola,text,4
tip_na_karta,text,1
tip_na_kupola,text,1
tip_na_pokrovitelstvo,text,2
tip_na_sponzor,text,1
tip_nbsp,text,1
tip_pokrovitelstvo,text,1
tip_skijacka_oprema_id,integer,2
tip_sponzor,text,1
tip_sponzorstvo,text,3
tip_sponzorstvvo,text,1
tip_vozilo,text,1
tip_zashtita,text,2
tip_zasita,text,1
tip_zastita,text,3
tip_zastitna_kupola,text,2
tip_zl_sr_br,text,1
tipot,text,1
tipskii,text,1
tipsponzorstvo,text,1
tipzkup,text,1
title,text,2
to,text,1
tocen_datum,date,1
traenje,text,3
traenje_na_nastap,text,1
trans_vozilo_kod,integer,1
transportni_voz_kod,integer,1
transportni_vozila_kod,integer,1
transportno_vozilo_kod,integer,17
transportno_vozilo_kod_1,integer,1
trener,text,2
treneri,text,9
trening_datum_trening,date,1
trening_tip,text,1
trening_visinska_razlika,numeric,1
trka_id,integer,19
trka_id_1,integer,1
trud_naslov,text,3
trudovi,text,2
type,text,5
type_of_protective_canopy,text,2
u_ime,text,1
ucensnici_id,integer,1
ucensnik_broj,integer,4
ucensnik_broj_1,integer,1
ucesnici_id,integer,11
ucesnici_id_1,integer,2
ucesnik_id,integer,75
ucesnik_id_1,integer,18
ucesnik_id_broj,integer,16
ucesnik_id_broj_1,integer,3
ucesnik_id_number,integer,3
ucesnik_id_number_1,integer,1
ucesnik_id_ucesnik,integer,4
ucesnik_iident_br,integer,4
ucesnik_iident_br_1,integer,1
ucesnik_ime_nbsp,text,2
ucesnik_ime_tim,text,2
ucesnik_ime_tim_1,text,1
ucesnik_ucesnik_id,integer,3
ucesnik_ucesnik_id_1,integer,2
ucesnik_uid,integer,2
ucesnik_uid_1,integer,1
uchesnik_id,integer,7
uchesnik_id_1,integer,2
uchesnik_identifikaciski_broj,integer,4
uid,integer,1
uime,text,2
uloga,text,28
umetnichko_ime,text,1
uni_id,integer,1
unikaten_broj,integer,1
unikatno_ime,text,7
unikatnoime,text,1
unique_ime,text,1
unique_name,text,1
university,text,1
univerzitet,text,6
univerzitet_id,integer,4
univerzitet_id_univerzitet,integer,1
univerzitet_iduniverzitet,integer,1
univerzitet_ime,text,1
univerziteti,text,3
usluga,text,1
vid_kupola,text,1
visina,numeric,1
visinska_razlika,numeric,11
visinskarazlika,numeric,2
vistinska_razlika,numeric,2
vk_cena,numeric,3
vkupna_cena,numeric,14
vkupnacena,numeric,1
vozila_kod,integer,1
vozilo_id,integer,1
vozilo_kod,integer,6
vozilo_kod_vozilo,integer,1
vozilo_kodvozilo,integer,2
vozilo_t_kod,integer,2
voziloid,integer,1
vrabopten_ime,text,2
vraboten_celo_ime,text,2
vraboten_celosno_ime,text,2
vraboten_id,integer,2
vraboten_ime,text,15
vraboten_ime_1,text,2
vraboten_ime_prezime,text,1
vraboten_vraboten_ime,text,1
vraboteni_ime,text,4
vraboteni_unikatno_ime,text,2
vrem_period,text,2
vrem_period_1,text,1
vreme,text,70
vreme_1,text,3
vreme_da_zavrshi,text,1
vreme_da_zavrsi,text,1
vreme_istrca,text,1
vreme_na_izvedba,text,1
vreme_na_nastap,text,5
vreme_na_reg,text,4
vreme_na_registirranje,text,1
vreme_na_registracija,text,3
vreme_na_registriranje,text,3
vreme_na_trcanje,text,1
vreme_nastap,text,2
vreme_nazavrsuvanje,text,1
vreme_period,text,1
vreme_potrebno,text,3
vreme_pristignuvanje,text,1
vreme_r,text,1
vreme_reg,text,6
vreme_regis,text,2
vreme_registr,text,1
vreme_registracija,text,2
vreme_registriranje,text,8
vreme_spust,text,1
vreme_spustanje,text,7
vreme_termin,text,2
vreme_tretman,text,9
vreme_zavrshuvanje,text,2
vreme_zavrsi,text,1
vreme_zavrsuvanje,text,4
vremeakcija,text,1
vremedo,text,1
vremenski_period,text,10
vremenski_period_smena,text,1
vremenskiperiod,text,1
vremenskiperod,text,1
vremeod,text,1
vremereg,text,3
vremesnki_period,text,2
vremetraenj,text,1
vremetraenje,text,37
vremetraenje_1,text,4
vremetraenje_2,text,1
vremetraenje_nanastapot,text,1
vremetraenje_nastap,text,1
vremetranje,text,3
vremetretman,text,1
vretraenje,text,1
year_nbsp_of_manufacture,integer,2
years_of_experience,integer,1
zabeleshki,text,5
zabeleska,text,2
zabeleska_nbsp_nbsp_nbsp,text,1
zabeleski,text,9
zabeleski_1,text,2
zabelshki,text,1
zashtita,text,1
zastita,text,1
zastita_tip,text,1
zavrsena_pozicija,integer,1
zid,integer,1
zlaten,integer,11
zona,text,2
zona_id,integer,4
zona_id_zona,integer,1
zona_idzona,integer,1
zona_ime,text,1
zona_nivo_rizik,text,1
zona_rizik_nivo,text,1
zona_shifra,integer,1
zona_zona_id,integer,2
zoni_id,integer,1
zvanje,text,3
акции,text,1
акции_за_спасување_локација,text,1
акции_за_спасување_локација_1,text,1
апликација_ид,integer,1
база,text,19
база_1,text,1
база_nbsp,text,1
база_на_сместување,text,2
базасместени,text,1
базата,text,1
безбедносна_проверка_id_sky_lift,integer,1
безбедносна_проверка_датум,date,1
био,text,1
биографија,text,36
бодови,numeric,1
бр_лиценца,text,4
бр_мед_ед,integer,1
бр_на_обувки,integer,1
бр_натрудови,integer,1
бр_порти,integer,1
бр_рецензии,integer,1
бр_трудови,integer,4
бр_цитати,integer,10
бренд,text,18
бренд_nbsp,text,1
брзинска_трка_id,integer,1
брзинска_трка_id_1,integer,1
брзинска_трка_датум_на_раѓање,date,1
брзинска_трка_датум_на_раѓање_1,date,1
брзинска_трка_датум_на_раѓање_2,date,1
брзинска_трка_датум_на_раѓање_3,date,1
брзинска_трка_идентификациски_број,integer,1
брзинска_трка_име,integer,1
брзинска_трка_име_1,integer,1
брзинска_трка_име_2,integer,1
брзинска_трка_име_3,integer,1
брзинска_трка_име_4,integer,1
брзинска_трка_име_и_презиме,text,1
брзинска_трка_име_и_презиме_1,text,1
брзинска_трка_име_и_презиме_2,text,1
брзинска_трка_име_и_презиме_3,text,1
брзинска_трка_националност,text,1
брзинска_трка_националност_1,text,1
брзинска_трка_националност_2,text,1
брзинска_трка_националност_3,text,1
брзинска_трка_националност_4,text,1
брзинска_трка_реден_број,integer,1
брзинска_трка_реден_број_1,integer,1
брлиценца,text,2
бро_на_цитати,integer,1
бронзен,integer,3
бронзен_nbsp,integer,1
број,integer,8
број_лиценца,text,2
број_м_л,integer,1
број_мед_лиценца,text,2
број_на_лиценца,text,2
број_на_лиценца_1,text,1
број_на_порта,integer,1
број_на_порти,integer,6
број_на_рецензирани_трудови,integer,1
број_на_скијачки_патеки,integer,1
број_на_трудови,integer,3
број_на_цитати,integer,4
број_нацитати,integer,1
број_порти,integer,3
број_трудови,integer,2
број_цитати,integer,3
бројмед_лиценца,text,1
бројнза,integer,1
бројот_на_медицинска_лиценца,text,3
бројот_на_нивната_медицинска_лиценца,text,1
бројот_цитати,integer,1
бројтрудови,integer,1
бројцитати,integer,1
буџет,numeric,22
в_период,text,1
вештачки_снег,text,1
вид_на_nbsp_заштитна_купола,text,1
висинска_разлика,numeric,8
висинската_разлика,numeric,1
вкупна_цена,numeric,2
вкупната_цена,numeric,1
возило_voziloid,integer,2
вработен_име,text,11
вработен_име_1,text,1
вработен_целосно_име,text,2
време,text,46
време_до_завршување,text,1
време_за_завршување_маратон,text,1
време_завршување,text,1
време_зазавршување,text,1
време_крај,text,1
време_на_nbsp_регистрација,text,1
време_на_завршување,text,2
време_на_рег,text,1
време_на_регистрација,text,2
време_на_регистрирање,text,7
време_на_спуштање,text,1
време_на_третман,text,3
време_нарегистрирање,text,1
време_настап,text,4
време_натретман,text,3
време_потребно,text,1
време_р,text,1
време_рег,text,4
време_регистрација,text,1
време_регистрирање,text,1
време_спуштање,text,1
време_траење,text,1
време_третман,text,2
времена_третман,text,1
временарегистрација,text,3
временатрчање,text,3
временски_nbsp_период,text,1
временски_период,text,7
временски_период_1,text,1
временски_период_на_смената,text,1
временски_преиод,text,1
временскипериод,text,6
временскипериод_1,text,1
времерег,text,1
времетарање,text,1
времетраење,text,34
времетраење_nbsp,text,1
времетрање,text,2
времетрање_на_акција,text,1
генерални_поени,numeric,1
генерира_единствен_број,integer,1
главен,text,3
главен_покровител,text,1
главен_шифра,integer,2
главен_шифра_1,integer,1
год_искуство,integer,2
год_наискуство,integer,1
год_основање,integer,1
год_произв,integer,1
год_производство,integer,3
годин_на_основање,integer,1
година,integer,18
година_1,integer,1
година_nbsp,integer,1
година_на_оснавање,integer,1
година_на_основање,integer,15
година_на_производство,integer,10
година_наосновање,integer,2
година_напроизводство,integer,1
година_основање,integer,13
година_произ,integer,2
година_производство,integer,3
годинаосновање,integer,1
годинапроизводство,integer,2
години_на_искуство,integer,1
гол_бу,text,1
големина,integer,20
големина_буџет,numeric,2
големина_на_буџет,numeric,4
големина_на_обувки,integer,8
големина_набуџет,numeric,1
големина_обув,integer,1
големина_обувки,integer,4
големина_чизми,integer,2
големина_чизми_1,integer,1
големина_чизми_2,integer,1
големинабуџет,numeric,3
големинаобувки,integer,1
град,text,39
град_и_држава_nbsp,text,1
група_година_основање,integer,2
група_година_основање_1,integer,2
група_година_основање_2,integer,1
група_име,text,3
група_име_1,text,3
група_име_2,text,2
група_име_3,text,1
група_име_4,text,1
група_име_5,text,1
група_име_изведувач,text,1
група_име_изведувач_1,text,1
група_шифра,integer,2
група_шифра_1,integer,1
група_шифра_2,integer,1
групи_година_на_основање,integer,1
групи_година_на_основање_1,integer,1
групи_име,text,1
групи_име_1,text,1
д_крај,date,1
д_крај_1,date,1
д_почеток,date,1
д_почеток_1,date,1
дарување_име,text,13
дарување_име_1,text,2
дарување_почетен_датум,date,2
даски,integer,2
дат_раг,date,1
дата,date,1
дата_крај,date,1
дата_на_раѓање,date,2
дата_назначен,date,1
дата_основање,date,1
дата_почеток,date,1
дата_раѓ,date,2
дата_раѓање,date,2
датарегистразија,date,1
датуд_до,date,1
датуд_од,date,1
датум,date,95
датум_1,date,5
датум_2,date,1
датум_3,date,1
датум_nbsp,date,3
датум_време_на_рег,date,1
датум_до,date,20
датум_и_време_на_регистрација,date,1
датум_из,date,1
датум_изв,date,1
датум_извекување,date,1
датум_извлекување,date,5
датум_извлекување_1,date,1
датум_извлекување_2,date,1
датум_к,date,1
датум_крај,date,27
датум_крај_1,date,1
датум_крај_2,date,1
датум_на_извлекување,date,3
датум_на_крај,date,2
датум_на_оддржување,date,4
датум_на_оддржување_1,date,3
датум_на_одржување,date,2
датум_на_почеток,date,2
датум_на_почеток_и_крај,date,1
датум_на_раг,date,1
датум_на_раганје,date,1
датум_на_раѓ,date,1
датум_на_раѓање,date,50
датум_на_раѓање_1,date,1
датум_на_рег,date,1
датум_на_регистрација,date,2
датум_на_регистрирање,date,4
датум_назначен,date,3
датум_назначен_1,date,1
датум_назначување,date,1
датум_накрај,date,1
датум_наосновање,date,1
датум_напочеток,date,1
датум_нараѓање,date,5
датум_од,date,20
датум_одржување,date,3
датум_п,date,2
датум_почеток,date,27
датум_почеток_1,date,1
датум_почеток_2,date,1
датум_пристигање,date,1
датум_присуство,date,1
датум_проверка,date,1
датум_р,date,6
датум_раг,date,1
датум_рагање,date,1
датум_ражање,date,1
датум_раѓ,date,2
датум_раѓање,date,34
датум_рег,date,1
датум_регистрација,date,1
датум_регистрирање,date,2
датумдо,date,1
датумкрај,date,4
датумназначен,date,1
датумод,date,1
датумот_nbsp,date,4
датумот_на_извлекување,date,1
датумпочеток,date,4
датумр,date,1
датумраѓање,date,4
датумрег,date,1
дебелина_nbsp,numeric,1
дебелина_на_снег,numeric,5
дебелина_на_снегот,numeric,1
дебелина_снег,numeric,2
дел_од,text,2
ден,date,1
депозит,numeric,9
дисциплина,text,2
дисциплина_дисциплина_ид,integer,4
дисциплина_ид,integer,2
дисциплина_ид_1,integer,1
дисциплина_ид_2,integer,1
дисциплина_ид_3,integer,1
дисциплина_име,text,42
дисциплина_име_1,text,4
дисциплина_име_2,text,2
дисциплина_име_3,text,1
дисциплина_име_4,text,1
дисциплина_име_д,text,5
дисциплина_име_дисциплина,text,6
дисциплинаквалификација,text,1
до,text,2
долж_на_патека,numeric,1
должина,numeric,41
должина_km,numeric,1
должина_nbsp,numeric,1
должина_киломтри,numeric,1
должина_км,numeric,5
должинана_патека,numeric,1
должината_nbsp,numeric,2
должината_на_патеката,numeric,1
држ_на_потекло,text,1
држава,text,68
држава_1,text,3
држава_на_потекло,text,5
држава_напотекло,text,1
држава_потекло,text,2
е_пошта,text,30
единствен_број,integer,1
еиб,text,1
електронска_пошта,text,1
емаил,text,4
ембг,text,5
епошта,text,3
забелешка,text,3
забелешка_1,text,1
забелешки,text,2
завршна_позиција,integer,1
заштитнакупола,text,1
звање,text,1
златен,integer,4
злато,integer,1
зона_zid,integer,1
зона_идзона,integer,1
зона_ниво_на_ризик,text,1
зона_ниво_ризик,text,1
зони_id,integer,1
зони_шифра,integer,1
иб,text,1
ид,integer,40
ид_број,integer,9
ид_гондола,integer,1
ид_жичара,integer,1
ид_маратон,integer,1
ид_спуштање,integer,1
идброј,integer,1
идентификациски_број,integer,17
идентификувачки_број,integer,1
идзона,integer,1
изв_скијач,text,1
изведувач_име,text,44
изведувач_име_1,text,9
изведувач_име_изведувач,text,3
изведувач_уметничко_име,text,3
изведувач_уметничко_име_1,text,1
изведувачи_година_основање,integer,1
изведувачи_година_основање_1,integer,1
изведувачи_име,text,1
изведувачи_име_1,text,1
изведувачи_име_2,text,1
изведувачи_име_на_nbsp_изведувач,text,2
изведувачи_име_на_nbsp_изведувач_1,text,1
изведувачи_шифра,integer,1
извештаи,text,9
извештај,text,10
извлечен,text,1
извлечен_скијач,text,2
извлечениот_скијач,text,1
издание_id,integer,2
издание_година,integer,2
издание_име,text,18
издание_име_1,text,1
издание_име_2,text,1
издание_на_фестивал_име,text,7
издание_на_фестивалот_име,text,3
издание_опис,text,2
издание_ф_име,text,2
издание_фестивал_име,text,2
издание_фестивал_код_издание,integer,2
издание_шифра_издание,integer,3
износ,numeric,41
износ_1,numeric,1
износ_на_nbsp_поддршка,numeric,1
износ_на_поддршка,numeric,6
износ_на_поддрѓка,numeric,1
износ_на_подршка,numeric,2
износ_поддршка,numeric,1
име,text,665
име_1,text,16
име_10,text,1
име_11,text,1
име_2,text,11
име_3,text,7
име_4,text,7
име_5,text,3
име_6,text,3
име_7,text,1
име_8,text,1
име_9,text,1
име_nbsp,text,11
име_д,text,1
име_дисциплина,text,2
име_и_презиме,text,7
име_и_презиме_1,text,1
име_изведувач,text,2
име_издание,text,1
име_на_nbsp_изведувач,text,1
име_на_nbsp_покровител,text,1
име_на_карта,text,1
име_на_модел,text,1
име_на_сцена,numeric,1
име_на_тим,text,4
име_натпревар,text,2
име_област,text,1
име_презиме,text,1
име_скијач,text,1
име_солист,text,2
име_спонзор,text,4
име_сцена,text,1
име_тим,text,5
име_труд,text,1
имедисциплини,text,1
имеинформации,text,1
имепрезиме,text,1
имепрезимескијач,text,1
имепрезимесудија,text,1
името,text,2
името_nbsp,text,1
индивидуален_учесник_ид,integer,1
индивидуалец_идентификувачки_број,integer,1
индивидуалци,text,1
индидивуални_учесници_id,integer,1
индидивуални_учесници_id_1,integer,1
индидивуални_учесници_име,text,1
инфо_забаза,text,2
искуство,text,43
искуство_1,text,3
искуство_во_горд,integer,1
искуство_години,integer,2
итна_интервенција_ид,integer,1
итни_интервенции_id,integer,2
капаацитет,text,1
капацитет,numeric,48
капацитет_на_технологии,numeric,1
капацитетот,numeric,3
карта,integer,2
карта_за_скијање_skipass_шифра,integer,1
карта_за_скијање_шифра,integer,1
карта_скијање_шифра,integer,1
карта_шифра,integer,1
карти_скијање_шифра,integer,1
квалификуван,text,1
квалификуван_1,text,1
квалификуван_2,text,1
квалификуван_3,text,1
квалификуван_4,text,1
квалификуван_5,text,1
кдатум,date,1
код,integer,43
код_nbsp,integer,2
код_издание,integer,1
код_на_процедура,integer,1
код_процедура,integer,1
компанија_за_скијачка_опрема_име,text,2
компанија_име,text,31
компанија_име_1,text,2
контакт,text,20
конференции_id,integer,4
конференции_шифра,integer,2
конференција_име,text,23
конференција_име_1,text,7
конференција_шифра,integer,2
конференцијанастан_име,text,3
краен,date,2
краен_датум,date,63
краен_датум_1,date,1
краендатум,date,6
краток_опис,text,17
краток_опис_1,text,1
кратокопис,text,1
крај,date,15
крај_1,date,2
крај_2,date,2
крај_конференција,text,1
листа_тренери,text,5
лиценца,text,5
локаија,text,1
локации,text,45
локации_nbsp,text,1
локација,text,88
локација_1,text,4
локација_nbsp,text,1
маратон_id,integer,2
маратон_ид,integer,1
маратон_име,text,31
маратон_име_1,text,17
маратон_маратон_ид,integer,1
маратон_шифра,integer,3
маратон_шифра_1,integer,2
матичен_број,text,2
машина_шифра,integer,7
мбр,text,5
мед_лиценца,text,1
медицинска_nbsp_единица_лиценца,text,1
медицинска_единица_id,integer,1
медицинска_единица_брлиценца,text,1
медицинска_единица_број,integer,1
медицинска_единица_број_мед_лиценца,text,2
медицинска_единица_ембг,text,1
медицинска_единица_ид,integer,2
медицинска_единица_ид_број,integer,1
медицинска_единица_идентификациски_број,integer,1
медицинска_единица_лиценца,text,1
медицинска_единица_мед_лиценца,text,1
медицинска_лиценца,text,3
медицинскаединица_id,integer,1
медицинскаединица_број_лиценца,text,1
медицинскаединица_бројмед_лиценца,text,1
медицинскаединица_идброј,integer,1
месец,text,1
модел,text,9
моделот,text,4
н_звање,text,1
награден_фонд,numeric,21
награден_фонд_1,numeric,2
награденфонд,numeric,2
наградниот_фонд,numeric,1
надграден_фонд,numeric,1
наслов,text,19
наслов_труд,text,2
натпревар_id,integer,1
натпревар_ид,integer,1
натпревар_име,text,24
натпревар_име_1,text,10
натпревар_име_натпревар,text,4
натпревар_натпревар_ид,integer,2
натпревар_натпревар_ид_1,integer,1
натпревар_натпревар_ид_2,integer,1
натпревар_натпревар_ид_3,integer,1
натпревар_оддржување_име,text,2
научник_ssn,text,2
научник_име,text,9
научник_код,integer,2
научник_матичен_број,text,2
научник_мбр,text,3
научник_научно_звање,text,1
научник_област,text,1
научник_одржување,text,1
научник_презиме,text,2
научник_шифра,integer,2
научно_звање,text,11
научно_знаење,text,3
научнозвање,text,4
научното_звање,text,1
национален_тим_шифра,integer,5
националност,text,10
националност_1,text,2
националност_2,text,1
ниво,text,9
ниво_nbsp_ризик,text,1
ниво_на_п,text,1
ниво_на_под,text,1
ниво_на_подготвеност,text,5
ниво_на_ризик,text,9
ниво_на_ризик_1,text,1
ниво_наризик,text,5
ниво_подготвеност,text,3
ниво_подготовка,text,1
ниво_ризик,text,6
нивоподготвеност,text,3
ниворзизк,text,1
ниворизик,text,4
ноќно_скијање,text,1
област,text,3
област_име,text,22
област_на_специјализација,text,2
области_име,text,3
области_име_труд,text,1
обувки,integer,1
од,text,2
одбиен,text,2
оддржан_натпревар_ид,integer,1
оддржан_натпревар_ид_1,integer,1
оддржан_натпревар_ид_2,integer,1
оддржан_натпревар_име,text,2
оддржан_натпревар_натпревар_ид,integer,2
оддржан_натпревар_оддржан_натпревар_ид,integer,2
оддржан_почеток,date,2
оддржување_ид,integer,3
одрж_натпревар_име_натпревар,text,2
одржан_маратокн_година,integer,2
одржан_маратокн_име,text,2
одржан_маратон_година,integer,3
одржан_маратон_датум,date,3
одржан_маратон_име,text,27
одржан_маратон_почетен,date,3
одржан_маратон_шифра,integer,2
одржан_натпревар_id,integer,5
одржан_натпревар_име,text,8
одржан_фестивал_година,integer,3
одржан_фестивал_име,text,3
одржана_конференција_датум_крај,date,2
одржана_конференција_датум_од,date,2
одржана_конференција_датум_почеток,date,2
одржана_конференција_име,text,9
одржана_конференција_име_1,text,2
одржана_конференција_локација,text,2
одржана_конференција_шифра,integer,2
одржанаконференција_име,text,2
одржанаконференција_шифра,integer,2
одржанмаратон_име,text,2
